name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
Dirk Nowitzki,Glitched,99,0,0,0,1,0,SG,84,98,99,98,98,98,99,88,90,80,92,98,96,99,98,89,89,90,94,98,90,80,87,86,88,71,92,94,89,95,85,89,85,92,84,92,95,95,97,98,25,99
Hedo Turkoglu,Glitched,99,0,0,1,0,0,SF,82,94,94,97,85,92,98,92,80,85,92,85,84,90,98,92,92,80,84,95,95,95,92,89,92,93,92,84,92,85,70,94,85,75,88,82,80,90,80,80,25,99
Wes Unseld,Glitched,98,0,0,0,0,1,PG,79,98,92,92,98,85,98,95,95,95,95,96,97,96,95,93,93,96,98,97,98,98,93,86,95,80,94,90,90,90,95,92,92,95,88,95,95,90,98,98,25,98
Giannis Antetokounmpo,Glitched,98,0,0,0,0,1,PG,83,98,94,84,85,90,98,98,85,97,98,84,80,74,95,97,97,95,70,98,95,95,95,89,92,84,90,86,96,89,89,96,88,90,96,82,91,95,74,94,25,98
Nikola Jokic,Glitched,98,0,0,0,0,1,PG,84,97,94,95,98,92,98,89,85,70,97,94,96,97,95,87,87,79,94,98,95,85,86,86,97,94,98,85,81,84,70,80,80,78,78,80,79,85,95,97,60,98
Ben Wallace,Glitched,98,0,0,1,0,0,SF,81,90,80,92,25,75,75,87,80,85,70,45,40,40,70,97,97,85,90,95,85,90,88,86,60,30,60,94,95,97,96,99,97,96,95,95,96,98,94,94,25,98
LeBron James,Glitched,97,0,0,0,0,1,PG,80,95,95,89,98,85,98,98,85,98,95,92,89,94,90,95,94,97,81,98,87,99,94,89,86,97,86,80,88,89,89,92,95,96,90,85,95,95,54,79,35,99
Ben Simmons,Glitched,95,0,0,0,0,1,PG,82,97,85,65,98,78,98,97,90,95,97,79,89,88,98,95,95,95,80,97,97,86,91,90,90,90,90,80,90,90,85,86,97,85,97,80,86,95,80,80,50,95
J.R. Smith,Glitched,95,0,0,0,1,0,SG,78,94,91,98,84,92,95,95,40,98,92,45,25,62,95,94,94,98,52,88,72,76,94,96,86,89,92,45,90,84,75,92,84,74,90,42,74,85,35,45,30,95
Larry Bird,GOAT Bird,99,0,1,0,0,0,PF,81,99,99,99,99,99,99,99,98,98,99,99,99,99,99,99,99,98,99,99,99,95,99,98,99,99,99,99,99,99,84,99,99,80,99,99,80,99,99,99,25,99
Michael Jordan,GOAT Jordan,99,0,0,0,1,0,SG,78,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,99,99,95,99,99,95,99,99,99,99,99
Kareem Abdul-Jabbar,GOAT Kareem,99,1,0,0,0,0,C,86,99,99,97,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99,88,97,97,98,97,99,99,98,99,89,98,99,88,98,99,89,99,99,99,25,99
Magic Johnson,GOAT Magic,99,0,0,0,0,1,PG,81,99,99,98,99,99,99,99,98,99,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,98,99,99,95,99,99,97,99,98,98,99,98,99,25,99
Kobe Bryant,GOAT Rewards,99,0,0,0,1,0,SG,78,99,99,99,99,99,99,99,95,99,99,99,90,99,99,99,99,99,95,99,99,99,99,99,99,99,99,95,99,99,64,99,99,60,99,95,60,99,95,95,99,99
Anthony Davis,Heat Check,90,1,0,0,0,0,C,82,86,76,72,98,75,94,90,91,82,86,85,86,86,94,75,74,82,83,93,92,80,63,61,56,64,68,86,60,91,95,67,78,97,62,84,96,91,80,85,98,96
LeBron James,Heat Check,90,0,0,1,0,0,SF,80,76,79,69,98,61,90,90,67,77,83,81,70,82,90,81,79,81,81,91,87,99,80,78,82,78,90,73,79,82,89,80,89,96,41,45,95,42,32,71,98,99
Kawhi Leonard,Heat Check,90,0,0,1,0,0,SF,79,83,78,74,96,76,89,84,46,77,79,76,41,79,89,76,72,70,66,85,89,79,74,77,70,54,69,70,83,88,97,83,88,88,83,41,96,89,36,63,95,98
James Harden,Heat Check,90,0,0,0,1,0,SG,77,85,80,79,98,82,93,92,29,78,85,70,54,78,92,83,83,81,68,92,91,99,83,91,76,80,92,56,64,57,70,69,76,90,77,50,75,59,31,63,98,96
Paul George,Heat Check,90,0,0,1,0,0,SF,81,65,72,77,97,77,91,83,48,78,77,71,33,67,88,72,72,81,58,90,83,85,72,79,71,59,68,72,84,87,94,84,85,94,82,43,92,88,36,68,95,93
Kevin Durant,Heat Check,90,0,0,1,0,0,SF,81,85,85,80,97,83,92,88,54,79,64,74,64,82,85,74,74,71,57,88,69,84,74,80,69,67,72,62,80,79,89,81,69,76,31,60,90,79,26,63,98,98
Stephen Curry,Heat Check,90,0,0,0,0,1,PG,75,86,84,86,98,86,93,92,25,31,84,30,30,47,92,79,86,68,43,93,93,90,79,92,88,67,92,25,70,73,80,76,80,97,51,42,77,60,31,56,95,95
Damian Lillard,Heat Check,89,0,0,0,0,1,PG,75,79,87,81,98,87,95,93,25,82,87,39,27,35,92,84,85,86,60,94,92,98,84,89,91,78,92,25,66,69,72,74,74,70,40,47,78,52,35,49,98,92
Kyrie Irving,Heat Check,88,0,0,0,0,1,PG,75,81,86,79,90,83,91,92,25,26,78,60,31,66,92,81,86,77,33,93,83,89,81,95,81,76,83,28,69,71,74,73,82,82,62,49,74,66,37,53,95,91
Russell Westbrook,Heat Check,87,0,0,0,0,1,PG,75,55,73,66,98,61,93,91,25,85,85,68,40,71,93,86,86,87,70,93,93,95,86,86,73,88,90,37,78,81,85,82,80,94,71,46,86,80,40,85,95,92
Klay Thompson,Heat Check,87,0,0,0,1,0,SG,79,85,85,87,93,79,87,83,32,62,58,71,32,75,87,68,71,64,59,88,82,95,68,73,74,38,77,61,87,87,90,87,85,92,40,52,91,92,30,47,95,89
Blake Griffin,Heat Check,86,0,1,0,0,0,PF,82,85,43,78,94,73,96,81,96,88,86,83,77,77,93,66,69,88,92,93,93,90,64,73,73,71,72,76,57,70,71,63,68,86,35,45,72,63,42,74,95,88
Jimmy Butler,Heat Check,86,0,0,1,0,0,SF,80,67,68,70,90,80,84,84,34,74,54,66,43,69,87,78,72,72,59,89,91,80,76,73,69,60,72,64,85,83,90,84,82,90,77,47,89,84,48,45,95,88
Kemba Walker,Heat Check,86,0,0,0,0,1,PG,73,69,88,77,98,82,96,85,25,28,79,33,26,58,86,83,88,79,48,91,88,85,83,94,85,77,86,30,73,70,78,75,75,75,47,48,75,58,32,52,98,88
DeMar DeRozan,Heat Check,85,0,0,1,0,0,SF,79,87,85,45,97,80,92,93,52,87,79,83,37,75,91,79,83,85,54,95,82,92,79,78,72,70,76,47,74,71,78,78,79,82,43,48,80,62,33,63,95,88
Bradley Beal,Heat Check,85,0,0,0,1,0,SG,77,83,81,80,98,79,96,87,28,73,82,42,53,53,79,74,81,85,54,92,76,85,74,83,75,70,80,43,72,73,75,73,63,67,54,54,67,63,38,52,98,88
Mike Conley,Heat Check,85,0,0,0,0,1,PG,73,88,80,79,98,83,93,85,25,28,70,27,25,38,82,81,82,93,38,92,83,83,81,87,91,76,91,29,83,78,87,83,78,76,57,45,84,78,32,47,98,87
Victor Oladipo,Heat Check,85,0,0,0,1,0,SG,76,57,80,70,98,66,88,79,28,78,68,33,34,46,77,74,75,81,59,83,78,84,73,72,68,65,75,41,84,82,90,84,83,84,73,40,92,83,28,61,95,88
LaMarcus Aldridge,Heat Check,85,0,1,0,0,0,PF,83,85,80,57,95,80,93,73,65,64,79,85,85,85,87,38,41,57,82,90,85,84,33,37,50,38,65,69,43,78,73,47,65,76,30,68,82,65,74,77,95,88
C.J. McCollum,Heat Check,85,0,0,0,1,0,SG,75,80,88,84,95,81,88,78,28,38,67,30,36,44,89,80,82,78,58,96,93,80,80,84,73,51,78,33,66,67,68,74,48,54,36,45,54,58,37,47,98,87
Draymond Green,Heat Check,84,0,1,0,0,0,PF,79,69,68,69,90,65,26,71,51,66,40,62,64,60,94,69,70,62,86,89,94,88,65,73,77,69,88,86,78,91,95,76,88,96,62,63,95,91,36,74,95,88
John Wall,Heat Check,84,0,0,0,0,1,PG,76,64,72,66,96,64,89,87,25,79,73,36,29,51,84,85,84,82,54,89,89,84,85,84,79,80,90,32,79,76,86,81,86,76,57,56,86,79,26,44,95,88
Nikola Vucevic,Heat Check,84,1,0,0,0,0,C,84,88,79,79,98,77,96,76,83,53,84,88,82,75,92,60,44,43,85,93,77,79,30,33,52,68,80,69,39,72,58,47,55,64,44,68,64,48,74,88,98,86
Andre Drummond,Heat Check,84,1,0,0,0,0,C,83,73,42,37,90,54,75,75,92,80,58,75,78,50,80,49,43,74,90,84,92,79,25,40,47,28,65,79,47,79,80,47,75,85,71,77,90,70,86,86,95,86
Jrue Holiday,Heat Check,84,0,0,0,1,0,SG,76,82,77,69,90,71,84,79,25,34,54,34,25,66,75,73,77,62,43,84,80,75,73,80,74,70,74,28,85,84,93,85,81,72,57,51,90,84,35,46,95,86
Al Horford,Heat Check,83,1,0,0,0,0,C,82,87,87,77,96,79,77,71,77,58,57,84,84,83,81,50,45,66,87,90,82,70,30,47,72,67,85,87,60,89,93,64,67,85,39,75,96,87,54,68,95,86
Kyle Lowry,Heat Check,83,0,0,0,0,1,PG,73,83,76,76,94,81,68,88,25,25,72,38,36,42,93,82,82,70,65,94,95,79,82,84,81,77,85,56,84,84,86,82,68,92,57,49,88,78,33,55,98,86
Chris Paul,Heat Check,83,0,0,0,0,1,PG,72,77,84,71,90,79,68,78,25,25,48,68,33,48,83,73,73,68,55,81,68,74,73,83,81,79,81,54,84,75,92,83,88,78,84,38,89,83,28,54,95,92
Eric Bledsoe,Heat Check,83,0,0,0,0,1,PG,73,54,69,68,98,69,89,86,25,69,70,25,25,34,82,79,80,82,49,89,74,74,79,83,82,67,83,53,85,84,82,85,76,82,67,45,83,84,38,48,95,85
Khris Middleton,Heat Check,83,0,0,1,0,0,SF,80,79,82,79,97,81,87,81,37,52,62,52,46,61,81,68,69,63,47,85,81,90,68,71,72,67,67,64,80,75,81,80,77,53,43,27,80,72,33,64,95,85
Tobias Harris,Heat Check,83,0,1,0,0,0,PF,81,83,84,78,98,82,93,83,60,65,68,79,65,65,90,70,54,74,68,90,68,80,51,67,60,42,75,54,53,61,69,62,59,67,30,45,68,55,33,73,95,86
Louis Williams,Heat Check,82,0,0,0,1,0,SG,73,81,76,76,95,85,95,86,25,42,81,27,25,57,85,77,77,69,28,82,61,75,77,85,75,75,79,25,62,57,64,71,45,64,38,32,64,52,33,45,98,84
Kevin Love,Heat Check,81,0,1,0,0,0,PF,82,79,62,76,90,86,86,68,71,51,74,85,86,86,91,62,34,66,81,84,92,75,29,48,61,45,73,65,46,71,70,50,53,84,27,38,76,46,50,86,95,86
Danilo Gallinari,Heat Check,81,0,1,0,0,0,PF,82,69,73,81,98,84,92,74,39,62,82,79,60,63,70,54,54,60,60,89,79,65,54,70,66,44,59,63,50,64,68,62,56,67,32,41,67,59,49,64,95,83
Paul Millsap,Heat Check,80,0,1,0,0,0,PF,80,78,73,73,96,67,74,73,64,67,73,81,82,78,89,53,39,60,81,89,83,95,53,58,55,35,68,76,72,74,81,71,74,68,60,59,68,74,62,70,95,84
Marc Gasol,Heat Check,80,1,0,0,0,0,C,85,87,76,77,90,73,67,68,82,55,47,85,86,81,91,35,25,35,87,92,81,75,29,41,62,68,71,82,57,81,88,60,71,94,46,69,96,77,39,83,95,86
Steven Adams,Heat Check,80,1,0,0,0,0,C,84,86,63,25,97,45,70,69,80,65,69,67,58,57,74,43,32,63,76,88,92,79,28,30,37,27,63,85,50,85,88,58,73,80,54,58,96,85,86,58,95,83
DeMarcus Cousins,Heat Check,79,1,0,0,0,0,C,83,78,63,62,90,68,69,78,89,76,77,82,85,85,89,57,56,65,88,92,64,55,54,66,54,64,78,64,42,64,70,43,62,83,70,77,84,39,49,82,95,86
Serge Ibaka,Heat Check,79,1,0,0,0,0,C,82,89,89,70,97,76,85,71,80,80,50,70,60,57,81,49,52,83,75,91,75,90,33,35,29,34,72,80,56,80,78,57,71,92,33,81,85,75,67,83,98,82
Rudy Gay,Heat Check,79,0,1,0,0,0,PF,80,84,86,80,90,78,61,81,51,76,56,81,64,71,72,69,73,77,61,90,75,78,67,74,66,54,52,64,57,62,70,72,47,76,38,52,76,31,39,80,95,81
Gordon Hayward,Heat Check,79,0,0,1,0,0,SF,80,86,83,73,90,79,61,75,36,71,46,54,36,61,87,76,73,71,59,76,82,75,73,73,71,63,75,52,69,69,73,72,54,70,42,47,80,61,35,61,95,85
Reggie Jackson,Heat Check,79,0,0,0,0,1,PG,75,76,85,78,90,83,67,83,25,66,72,25,25,45,85,81,83,82,45,92,82,85,81,83,81,69,81,46,71,67,71,71,71,63,37,29,63,67,32,43,95,80
Otto Porter,Heat Check,79,0,0,1,0,0,SF,80,86,75,80,90,77,76,76,41,66,48,54,61,63,80,64,63,69,56,89,76,75,62,75,66,37,83,59,69,62,70,72,60,69,66,52,69,41,37,64,95,81
Derrick Rose,Heat Check,79,0,0,0,0,1,PG,75,72,86,78,98,83,87,84,25,32,52,52,52,52,82,83,83,86,47,87,89,51,83,85,79,70,81,47,64,63,68,70,61,79,35,39,79,37,34,42,95,81
Jonas Valanciunas,Heat Check,79,1,0,0,0,0,C,84,86,80,67,90,76,76,55,76,61,72,76,79,60,91,58,42,50,85,79,76,78,29,31,32,41,61,71,39,79,64,44,50,70,31,78,82,56,74,86,95,81
Derrick Favors,Heat Check,79,0,1,0,0,0,PF,82,81,72,45,90,61,43,76,88,73,53,75,77,65,68,58,48,69,78,77,73,82,34,43,33,28,72,68,56,63,77,55,38,71,36,76,76,58,82,72,95,81
DeAndre Jordan,Heat Check,79,1,0,0,0,0,C,83,76,25,25,90,65,34,51,91,85,60,55,42,34,84,59,47,77,88,86,89,95,27,25,25,37,60,79,51,79,83,56,54,86,31,64,93,74,77,85,95,82
Enes Kanter,Heat Check,79,1,0,0,0,0,C,83,69,69,68,90,76,87,80,82,55,66,85,82,80,82,59,25,57,85,83,92,83,30,47,37,42,61,49,25,36,41,25,42,70,33,49,74,27,87,84,95,80
Hassan Whiteside,Heat Check,79,1,0,0,0,0,C,84,79,61,32,90,38,33,63,78,64,62,71,68,47,73,59,50,53,79,68,53,66,25,28,53,25,43,75,46,74,80,41,53,84,34,84,90,68,83,84,95,81
JJ Redick,Heat Check,79,0,0,0,1,0,SG,76,69,89,89,96,89,95,74,25,25,65,25,25,50,80,61,65,63,27,88,80,75,49,70,70,49,70,35,68,63,69,65,62,70,32,40,70,45,29,42,95,80
Thaddeus Young,Heat Check,78,0,1,0,0,0,PF,80,87,50,76,97,62,78,77,53,77,63,66,81,74,78,70,61,81,68,86,83,85,48,65,34,43,63,76,67,76,79,68,78,68,71,50,68,68,66,60,95,79
P.J. Tucker,Heat Check,78,0,1,0,0,0,PF,78,72,81,79,92,67,67,57,47,57,51,56,56,55,78,60,60,63,82,85,93,94,41,62,67,26,66,81,84,71,86,84,72,78,67,48,78,77,45,59,95,79
Harrison Barnes,Heat Check,78,0,0,1,0,0,SF,80,71,58,80,90,79,77,74,52,78,62,81,45,64,85,74,69,95,67,93,75,81,70,75,69,29,74,64,72,62,74,72,62,72,33,32,72,57,34,54,95,80
Goran Dragic,Heat Check,78,0,0,0,0,1,PG,75,73,69,76,92,76,83,88,25,43,68,37,25,58,74,74,76,70,42,90,83,90,74,84,78,71,90,30,71,72,74,71,68,76,41,35,72,68,33,47,95,80
Terrence Ross,Heat Check,78,0,0,0,1,0,SG,79,88,82,81,90,86,88,77,48,86,36,43,56,68,72,68,76,83,46,84,63,80,68,76,63,37,60,49,66,64,66,68,66,64,44,49,64,58,29,55,98,79
Patrick Beverley,Heat Check,78,0,0,0,0,1,PG,73,73,41,81,90,75,47,67,25,27,35,27,27,32,82,73,80,88,57,87,73,71,72,75,72,64,74,67,87,86,90,87,60,77,40,53,86,92,41,60,95,79
Jeremy Lamb,Heat Check,78,0,0,0,1,0,SG,77,75,88,76,90,87,83,73,38,77,63,46,26,49,72,67,73,80,48,78,68,81,66,72,73,42,76,43,67,63,71,72,60,58,54,49,58,48,38,68,95,79
Brook Lopez,Heat Check,78,1,0,0,0,0,C,84,84,85,76,96,80,76,66,76,56,66,85,86,81,81,25,25,56,79,88,70,80,25,31,31,27,74,71,41,79,64,25,65,80,33,86,80,61,28,59,95,84
JaVale McGee,Heat Check,78,1,0,0,0,0,C,84,78,75,60,90,60,72,61,92,87,62,61,60,55,34,62,44,66,72,75,72,70,25,32,25,26,45,76,44,81,68,50,64,76,38,87,88,52,83,79,95,79
Tristan Thompson,Heat Check,78,1,0,0,0,0,C,82,85,67,25,90,58,39,62,79,69,41,56,64,53,74,57,46,68,68,79,89,94,25,33,25,36,64,69,48,73,75,58,52,72,34,45,88,49,85,79,95,79
Andre Iguodala,Heat Check,77,0,0,1,0,0,SF,78,65,47,70,90,51,28,63,48,73,35,43,40,37,78,70,70,68,61,76,78,80,68,79,68,57,73,71,81,76,87,82,67,88,46,60,93,78,34,51,95,80
Marcus Morris Sr,Heat Check,77,0,1,0,0,0,PF,81,85,79,78,94,80,66,79,51,66,60,48,56,58,80,69,43,65,71,90,76,86,45,56,56,30,40,60,64,66,71,68,57,69,33,47,69,56,40,71,95,80
Evan Fournier,Heat Check,77,0,0,0,1,0,SG,79,82,80,76,90,79,73,78,25,53,64,34,28,43,68,64,67,61,38,90,78,84,63,74,73,64,74,36,67,68,69,67,70,54,40,33,54,63,31,46,95,79
Kelly Olynyk,Heat Check,77,0,1,0,0,0,PF,84,86,68,75,92,78,76,66,66,49,70,71,75,75,58,27,29,51,66,80,84,80,25,38,56,39,62,58,46,62,77,31,41,77,38,53,79,61,41,65,95,78
Will Barton,Heat Check,76,0,0,1,0,0,SF,78,65,73,72,90,74,67,75,37,82,62,42,29,56,79,70,75,71,41,79,82,79,70,76,72,55,74,30,77,77,80,80,62,48,30,53,82,72,36,61,95,79
Jeff Teague,Heat Check,76,0,0,0,0,1,PG,74,68,75,70,90,74,64,69,25,59,69,25,27,34,89,75,77,72,55,86,74,85,75,82,75,78,82,25,72,72,74,73,79,75,40,45,75,64,25,38,95,79
Ricky Rubio,Heat Check,76,0,0,0,0,1,PG,76,75,76,69,90,83,52,71,25,25,65,25,25,37,83,72,76,57,25,85,70,76,72,83,79,74,81,29,75,73,79,80,67,82,67,32,80,57,31,51,95,82
Michael Kidd-Gilchrist,Heat Check,75,0,1,0,0,0,PF,79,77,70,69,90,72,25,69,50,75,44,65,46,55,83,71,71,73,62,84,90,80,67,68,60,29,64,73,72,75,84,74,79,82,36,63,82,75,59,58,95,77
Jae Crowder,Heat Check,75,0,1,0,0,0,PF,78,46,69,72,95,68,46,73,66,56,53,56,59,61,81,64,65,69,78,89,89,90,62,71,61,33,79,66,74,76,80,72,86,76,38,47,75,76,36,61,95,79
Wesley Matthews,Heat Check,75,0,0,0,1,0,SG,77,72,69,78,90,78,62,75,42,67,57,62,60,62,82,67,72,67,52,82,77,90,65,72,69,39,74,35,77,72,82,77,76,80,38,39,80,77,30,39,95,79
Austin Rivers,Heat Check,75,0,0,0,0,1,PG,76,82,64,75,94,52,59,79,25,72,59,41,30,42,69,76,83,81,43,92,79,78,76,85,78,42,81,34,81,77,82,80,59,53,37,49,79,79,30,42,98,76
Nicolas Batum,Heat Check,75,0,0,1,0,0,SF,80,82,70,76,90,81,39,68,49,69,35,56,34,57,74,62,58,76,36,82,74,83,62,70,69,51,72,60,71,73,79,69,74,80,37,50,78,64,34,57,95,79
Eric Gordon,Heat Check,75,0,0,0,1,0,SG,76,66,64,77,90,75,77,77,27,67,64,47,32,60,91,78,76,79,62,89,82,78,78,76,57,35,50,39,75,70,77,78,65,73,33,48,73,47,26,39,95,81
Cody Zeller,Heat Check,75,1,0,0,0,0,C,84,83,61,65,94,76,62,65,72,57,72,72,69,65,76,67,37,77,72,86,92,80,28,37,28,42,61,67,34,73,78,51,57,68,40,65,75,52,69,72,95,78
Al-Farouq Aminu,Heat Check,75,0,1,0,0,0,PF,81,73,47,71,94,82,60,67,50,65,49,49,43,59,75,53,64,58,70,80,77,85,51,55,60,26,61,74,72,75,83,72,70,68,37,46,68,75,46,77,95,77
Dion Waiters,Heat Check,75,0,0,0,1,0,SG,76,79,69,78,90,47,77,77,37,73,59,45,43,50,82,68,75,75,61,89,67,76,68,81,72,60,71,52,71,56,74,72,62,68,37,39,68,47,25,47,95,76
Trevor Ariza,Heat Check,75,0,0,1,0,0,SF,80,41,69,70,90,73,34,64,49,59,34,53,49,54,82,71,73,69,54,84,74,76,66,67,64,53,64,54,76,76,85,77,75,80,47,36,80,74,30,58,95,78
Jeff Green,Heat Check,75,0,1,0,0,0,PF,81,84,72,71,90,82,48,78,58,73,68,65,63,61,78,56,50,77,63,82,71,75,43,67,62,30,63,62,63,61,72,62,47,80,30,49,80,53,32,52,95,76
Kentavious Caldwell-Pope,Heat Check,75,0,0,0,1,0,SG,77,78,84,74,90,83,46,69,31,69,50,31,31,54,81,81,78,65,36,88,88,85,76,71,71,30,78,41,75,74,78,75,66,51,45,33,68,71,33,44,95,76
Nerlens Noel,Heat Check,75,1,0,0,0,0,C,83,77,55,25,90,63,35,63,85,70,62,59,57,57,74,61,58,69,55,79,85,65,25,41,27,26,55,71,40,73,79,57,84,85,85,85,85,55,80,71,95,78
DeMarre Carroll,Heat Check,75,0,0,1,0,0,SF,80,65,61,73,90,72,71,74,56,67,64,56,36,54,78,41,48,61,68,84,88,82,41,56,61,29,71,60,74,80,77,74,77,61,32,33,61,76,41,64,95,78
Rajon Rondo,Heat Check,75,0,0,0,0,1,PG,73,56,60,74,90,59,40,73,25,25,30,40,40,35,90,77,79,77,43,83,85,72,77,81,77,75,79,31,75,80,84,80,65,78,51,30,80,60,33,60,95,79
Marvin Williams,Heat Check,75,0,1,0,0,0,PF,81,82,74,77,90,74,57,67,47,63,47,62,67,70,71,70,61,59,65,80,74,75,47,66,52,28,67,59,46,64,62,54,62,64,43,62,64,57,40,65,95,77
Avery Bradley,Heat Check,75,0,0,0,1,0,SG,74,66,83,73,90,81,25,65,25,45,39,32,25,36,89,79,73,73,45,80,75,78,75,70,65,39,59,55,82,75,86,84,75,82,32,37,82,80,32,38,95,77
Gerald Green,Heat Check,75,0,0,1,0,0,SF,79,81,67,75,90,80,66,76,51,86,61,47,40,54,75,68,74,90,40,81,62,84,67,72,56,25,46,45,60,60,62,69,49,64,34,52,64,41,32,50,95,77
Alex Len,Heat Check,75,1,0,0,0,0,C,85,68,58,77,95,62,72,67,77,62,66,73,71,45,61,40,41,57,72,77,89,74,25,29,28,33,42,71,41,75,64,47,59,85,32,75,85,47,76,71,98,77
Taj Gibson,Heat Check,75,0,1,0,0,0,PF,81,79,80,69,90,70,64,59,69,59,44,69,70,64,71,43,40,52,74,78,89,80,26,29,27,27,48,63,52,72,70,51,56,58,37,54,86,59,73,65,95,78
Danny Green,Heat Check,75,0,0,0,1,0,SG,78,59,74,82,90,76,37,67,32,55,34,27,25,46,74,51,69,61,52,75,77,80,51,66,67,26,67,54,79,74,86,79,52,75,38,52,88,77,31,47,95,77
Isaiah Thomas,Heat Check,75,0,0,0,0,1,PG,69,66,77,66,90,60,72,80,25,25,70,25,25,37,82,81,86,78,42,86,94,90,81,84,77,64,79,25,44,51,50,65,77,60,39,34,60,27,36,33,95,80
Nemanja Bjelica,Heat Check,75,0,1,0,0,0,PF,82,83,62,79,95,71,75,65,40,65,61,61,45,63,52,54,60,47,55,81,81,77,38,63,50,37,55,45,44,55,57,60,45,65,37,62,65,61,54,67,95,78
D.J. Augustin,Heat Check,75,0,0,0,0,1,PG,72,65,82,84,90,85,68,77,25,25,48,30,25,57,78,81,82,66,26,82,80,85,80,79,73,71,76,25,58,52,64,68,58,48,36,25,48,48,32,42,95,76
Ersan Ilyasova,Heat Check,75,0,1,0,0,0,PF,82,49,72,74,90,78,66,67,51,51,61,68,46,68,65,38,51,41,58,76,84,75,25,54,51,26,60,65,47,70,79,38,66,74,36,49,74,51,61,62,95,76
J.J. Barea,Heat Check,75,0,0,0,0,1,PG,72,68,85,69,97,68,82,82,25,25,55,25,25,27,76,78,78,67,25,82,69,77,78,80,82,80,85,25,61,42,66,65,42,56,39,25,56,47,31,50,95,78
Meyers Leonard,Heat Check,75,1,0,0,0,0,C,85,81,78,86,92,82,78,68,68,53,43,50,50,36,34,41,36,70,63,74,60,78,25,30,28,42,55,60,41,65,59,43,57,62,31,43,62,43,53,78,95,77
Ed Davis,Heat Check,75,1,0,0,0,0,C,82,67,45,25,90,55,28,53,68,62,61,53,63,50,56,58,31,68,71,73,89,78,31,38,25,25,53,60,33,60,70,47,48,61,33,50,69,43,84,84,95,77
James Johnson,Heat Check,74,0,1,0,0,0,PF,80,78,56,73,90,67,56,82,36,74,57,69,55,59,74,63,51,68,76,80,80,84,56,74,71,61,78,65,65,70,74,70,51,60,39,57,60,61,31,57,95,75
Kent Bazemore,Heat Check,74,0,0,0,1,0,SG,77,41,73,71,90,69,66,73,31,76,57,42,26,43,80,77,77,78,42,84,85,80,77,69,71,48,66,41,73,73,76,75,64,62,72,58,62,71,32,58,95,76
George Hill,Heat Check,74,0,0,0,0,1,PG,75,58,87,74,90,79,57,70,25,42,37,35,30,58,81,73,75,85,49,89,71,80,73,83,75,51,77,45,72,70,74,77,67,66,53,34,66,67,37,42,95,78
John Henson,Heat Check,74,1,0,0,0,0,C,83,56,67,75,95,56,51,65,81,71,65,56,66,54,81,52,46,55,68,76,86,80,25,31,26,36,62,66,49,74,78,55,58,67,45,80,87,61,67,85,95,75
Pau Gasol,Heat Check,74,1,0,0,0,0,C,84,70,72,76,94,65,65,67,75,53,55,78,77,76,75,38,27,36,70,76,70,82,25,38,60,63,72,65,42,65,68,30,60,85,28,69,85,45,53,85,95,84
Robin Lopez,Heat Check,74,1,0,0,0,0,C,84,88,73,55,90,70,68,76,73,58,52,75,75,53,86,25,25,55,73,83,93,84,25,33,28,35,67,70,53,78,76,25,62,80,26,79,84,68,70,48,95,78
Wilson Chandler,Heat Check,74,0,0,1,0,0,SF,81,74,74,74,90,67,40,67,45,70,38,65,40,65,77,54,58,76,64,78,77,82,51,66,55,32,55,56,70,70,74,71,57,78,32,48,78,60,41,57,95,76
Markieff Morris,Heat Check,74,0,1,0,0,0,PF,82,80,67,72,90,73,46,63,61,63,62,78,64,73,66,53,40,59,75,87,73,93,30,38,40,33,74,71,38,71,67,46,46,77,37,51,77,51,45,65,95,77
Mike Scott,Heat Check,74,0,1,0,0,0,PF,80,54,80,81,90,65,68,67,68,83,56,66,61,63,68,42,42,61,71,79,86,80,42,42,37,30,40,65,63,61,72,63,50,59,34,40,59,48,39,66,95,75
Patrick Mills,Heat Check,74,0,0,0,0,1,PG,72,80,70,80,90,83,68,82,25,25,47,25,25,35,71,83,82,64,49,80,68,74,83,84,73,64,77,25,63,59,70,70,59,60,39,33,60,38,30,45,95,76
Aron Baynes,Heat Check,74,1,0,0,0,0,C,82,85,76,74,90,83,52,57,62,51,46,65,64,59,69,27,31,51,87,72,82,75,25,32,39,35,62,71,34,69,62,46,59,51,30,73,51,62,79,72,95,76
Wayne Ellington,Heat Check,74,0,0,0,1,0,SG,77,71,70,79,96,79,84,69,34,49,48,34,29,59,83,69,70,77,63,79,51,79,63,69,74,34,74,37,59,41,62,69,48,52,58,34,52,39,29,43,95,76
